timestamp,capture_id,camera_lux,plant_id,plant_active,model_image_path,old_stored_image_prediction,old_stored_image_confidence,ground_truth_label,validation_method,reviewer_role,notes,ground_truth,image_exists,Old_MobileNetV2_prediction,Old_MobileNetV2_unhealthy_probability,Old_MobileNetV2_confidence,New_MobileNetV2_prediction,New_MobileNetV2_unhealthy_probability,New_MobileNetV2_confidence,New_ResNet18_prediction,New_ResNet18_unhealthy_probability,New_ResNet18_confidence,New_EfficientNet_B0_prediction,New_EfficientNet_B0_unhealthy_probability,New_EfficientNet_B0_confidence,threshold_used,threshold_prediction,error_type,gradcam_path
2026-08-17 10:00:03,CAP_20260817_100003,211.7593688964844,P06,1,/hydroponic_project/data_collection/crops/lettuce_20260817_100003/P06_224.jpg,healthy,0.9972788691520692,healthy,manual_visual,researcher,"Leaves upright and green.
No visible chlorosis or wilting.",healthy,True,healthy,0.0027211792767047,0.9972788691520692,unhealthy,0.7638508677482605,0.7638508677482605,unhealthy,0.967781126499176,0.967781126499176,healthy,0.3508743941783905,0.6491255760192871,0.42,unhealthy,FALSE_POSITIVE,/hydroponic_project/evaluation/new_mobilenet_gradcam_error_audit/gradcam_errors/FALSE_POSITIVE/CAP_20260817_100003_P06_FALSE_POSITIVE.jpg
2026-08-17 11:00:03,CAP_20260817_110003,238.82334899902344,P06,1,/hydroponic_project/data_collection/crops/lettuce_20260817_110003/P06_224.jpg,healthy,0.9977593421936036,healthy,manual_visual,researcher,"Leaves upright and green.
No visible chlorosis or wilting.",healthy,True,healthy,0.0022406133357435,0.9977593421936036,unhealthy,0.8395906686782837,0.8395906686782837,unhealthy,0.9575474858283995,0.9575474858283995,healthy,0.3960808515548706,0.6039191484451294,0.42,unhealthy,FALSE_POSITIVE,/hydroponic_project/evaluation/new_mobilenet_gradcam_error_audit/gradcam_errors/FALSE_POSITIVE/CAP_20260817_110003_P06_FALSE_POSITIVE.jpg
2026-08-17 12:00:03,CAP_20260817_120003,326.979248046875,P06,1,/hydroponic_project/data_collection/crops/lettuce_20260817_120003/P06_224.jpg,healthy,0.9942194223403932,healthy,manual_visual,researcher,"Leaves upright and green.
No visible chlorosis or wilting.",healthy,True,healthy,0.005780616775155,0.9942194223403932,unhealthy,0.8829297423362732,0.8829297423362732,unhealthy,0.936921238899231,0.936921238899231,unhealthy,0.6831530332565308,0.6831530332565308,0.42,unhealthy,FALSE_POSITIVE,/hydroponic_project/evaluation/new_mobilenet_gradcam_error_audit/gradcam_errors/FALSE_POSITIVE/CAP_20260817_120003_P06_FALSE_POSITIVE.jpg
2026-08-29 11:13:23,CAP_20260829_111323,250.6347503662109,P12,1,/hydroponic_project/data_collection/crops/lettuce_20260829_111323/P12_224.jpg,healthy,0.9839810729026794,healthy,manual_visual,researcher,"Leaves upright and green.
No visible chlorosis or wilting.",healthy,True,healthy,0.0160189531743526,0.9839810729026794,unhealthy,0.5370569229125977,0.5370569229125977,healthy,0.1623222976922989,0.8376776576042175,healthy,0.0466422066092491,0.9533578157424928,0.42,unhealthy,FALSE_POSITIVE,/hydroponic_project/evaluation/new_mobilenet_gradcam_error_audit/gradcam_errors/FALSE_POSITIVE/CAP_20260829_111323_P12_FALSE_POSITIVE.jpg
2026-08-29 12:00:03,CAP_20260829_120003,291.99462890625,P12,1,/hydroponic_project/data_collection/crops/lettuce_20260829_120003/P12_224.jpg,healthy,0.9927184581756592,healthy,manual_visual,researcher,"Leaves upright and green.
No visible chlorosis or wilting.",healthy,True,healthy,0.0072815734893083,0.9927184581756592,unhealthy,0.5527066588401794,0.5527066588401794,healthy,0.0990761592984199,0.9009238481521606,healthy,0.0514734722673893,0.9485265016555786,0.42,unhealthy,FALSE_POSITIVE,/hydroponic_project/evaluation/new_mobilenet_gradcam_error_audit/gradcam_errors/FALSE_POSITIVE/CAP_20260829_120003_P12_FALSE_POSITIVE.jpg
2026-08-29 13:00:04,CAP_20260829_130004,220.43423461914065,P09,1,/hydroponic_project/data_collection/crops/lettuce_20260829_130004/P09_224.jpg,healthy,0.9974799752235411,healthy,manual_visual,researcher,"Leaves upright and green.
No visible chlorosis or wilting.",healthy,True,healthy,0.0025200597010552,0.9974799752235411,healthy,0.4387973248958587,0.5612027049064636,healthy,0.1183575764298439,0.8816424012184143,healthy,0.0159719623625278,0.9840280413627625,0.42,unhealthy,FALSE_POSITIVE,/hydroponic_project/evaluation/new_mobilenet_gradcam_error_audit/gradcam_errors/FALSE_POSITIVE/CAP_20260829_130004_P09_FALSE_POSITIVE.jpg
2026-08-29 13:00:04,CAP_20260829_130004,220.43423461914065,P12,1,/hydroponic_project/data_collection/crops/lettuce_20260829_130004/P12_224.jpg,healthy,0.9886302947998048,healthy,manual_visual,researcher,"Leaves upright and green.
No visible chlorosis or wilting.",healthy,True,healthy,0.01136967074126,0.9886302947998048,unhealthy,0.6596069931983948,0.6596069931983948,healthy,0.4458286464214325,0.5541713237762451,healthy,0.0499329455196857,0.950067102909088,0.42,unhealthy,FALSE_POSITIVE,/hydroponic_project/evaluation/new_mobilenet_gradcam_error_audit/gradcam_errors/FALSE_POSITIVE/CAP_20260829_130004_P12_FALSE_POSITIVE.jpg
2026-08-29 14:00:04,CAP_20260829_140004,301.2534484863281,P12,1,/hydroponic_project/data_collection/crops/lettuce_20260829_140004/P12_224.jpg,healthy,0.9780670404434204,healthy,manual_visual,researcher,"Leaves upright and green.
No visible chlorosis or wilting.",healthy,True,healthy,0.021932978183031,0.9780670404434204,unhealthy,0.5854365825653076,0.5854365825653076,healthy,0.3654301166534424,0.6345698833465576,healthy,0.0408371873199939,0.9591628313064576,0.42,unhealthy,FALSE_POSITIVE,/hydroponic_project/evaluation/new_mobilenet_gradcam_error_audit/gradcam_errors/FALSE_POSITIVE/CAP_20260829_140004_P12_FALSE_POSITIVE.jpg
2026-08-29 15:00:04,CAP_20260829_150004,492.50396728515625,P12,1,/hydroponic_project/data_collection/crops/lettuce_20260829_150004/P12_224.jpg,healthy,0.9317135810852052,healthy,manual_visual,researcher,"Leaves upright and green.
No visible chlorosis or wilting.",healthy,True,healthy,0.0682863816618919,0.9317135810852052,unhealthy,0.8099012970924377,0.8099012970924377,unhealthy,0.5283554792404175,0.5283554792404175,healthy,0.0231990218162536,0.9768010377883912,0.42,unhealthy,FALSE_POSITIVE,/hydroponic_project/evaluation/new_mobilenet_gradcam_error_audit/gradcam_errors/FALSE_POSITIVE/CAP_20260829_150004_P12_FALSE_POSITIVE.jpg
2026-08-29 16:00:04,CAP_20260829_160004,220.49539184570312,P12,1,/hydroponic_project/data_collection/crops/lettuce_20260829_160004/P12_224.jpg,healthy,0.976168692111969,healthy,manual_visual,researcher,"Leaves upright and green.
No visible chlorosis or wilting.",healthy,True,healthy,0.0238312669098377,0.976168692111969,unhealthy,0.7036964893341064,0.7036964893341064,healthy,0.2387322336435318,0.7612678408622742,healthy,0.0481703877449035,0.9518296718597412,0.42,unhealthy,FALSE_POSITIVE,/hydroponic_project/evaluation/new_mobilenet_gradcam_error_audit/gradcam_errors/FALSE_POSITIVE/CAP_20260829_160004_P12_FALSE_POSITIVE.jpg
